power_cap,gpu_count,runtime_seconds
400,1,43.801146268844604
500,1,41.62715411186218
600,1,42.47006368637085
700,1,41.62059020996094
800,1,41.588183641433716
900,1,41.64931654930115
1000,1,41.64237999916077
1100,1,41.63512897491455
1200,1,41.66207146644592
1300,1,41.68418478965759
1400,1,41.656975746154785
1500,1,41.709808349609375
1600,1,41.40827488899231
1700,1,41.62227702140808
1800,1,41.68720626831055
400,2,48.58074688911438
500,2,38.89754009246826
600,2,32.06332278251648
700,2,28.676788330078125
800,2,26.421112060546875
900,2,25.59691286087036
1000,2,26.99968719482422
1100,2,26.198930025100708
1200,2,27.197128534317017
1300,2,26.430411338806152
1400,2,26.41187810897827
1500,2,26.20845127105713
1600,2,24.81236696243286
1700,2,25.829984188079834
1800,2,25.844234704971313
600,3,35.63662815093994
700,3,30.985748767852783
800,3,25.918450593948364
900,3,24.269164562225342
1000,3,21.860339641571045
1100,3,22.74713397026062
1200,3,22.31826424598694
1300,3,22.072983503341675
1400,3,21.03153371810913
1500,3,21.856950044631958
1600,3,20.4416606426239
1700,3,20.73304510116577
1800,3,21.395851373672485
800,4,31.13330578804016
900,4,25.25034761428833
1000,4,24.440359115600586
1100,4,19.80501651763916
1200,4,20.8375141620636
1300,4,19.173352003097534
1400,4,18.67889666557312
1500,4,19.941774368286133
1600,4,19.177872896194458
1700,4,16.570722341537476
1800,4,16.865371227264404
